"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","FAILURE","2024-07-25T01:38:57.5255166-05:00[America/Bogota]","0.0","113.27"
