"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","SUCCESS","2024-07-25T05:54:38.1120263-05:00[America/Bogota]","0.0","99.1"
