"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","FAILURE","2024-07-24T23:08:59.6645136-05:00[America/Bogota]","0.0","162.32"
