"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","SUCCESS","2024-07-24T05:55:15.9613908-05:00[America/Bogota]","0.0","58.15"
