"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","SUCCESS","2024-07-23T05:54:40.3004484-05:00[America/Bogota]","0.0","22.17"
